ORF_ID,KO_ID,KO_Function,KO_Score,Secondary_KO_ID,Secondary_KO_Score
k127_6180179_7,K01950,"E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]",286,,
k127_6180179_8,K00764,"purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",289,,
k127_6180179_10,K15738,uup; ABC transport system ATP-binding/permease protein,403,,
k127_9191995_2,K12373,HEXA_B; hexosaminidase [EC:3.2.1.52],417,,
k127_675651_2,,,,,
k127_1714755_2,,,27,K02529,2
k127_4520119_1,,,20,K00243,2
k127_10023038_4,,,102,,
k127_5557958_1,K02232,"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]",308,,
k127_6804335_4,,,12,K02477,2
k127_7322133_7,,,13,K03553,3
k127_989337_1,,,60,K14698,2
k127_2443984_2,K01737,"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]",78,,
k127_2443984_3,K01752,"E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]",14,,
k127_8985015_2,K03737,"por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]",173,,
k127_10958335_1,K00384,"trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]",310,,
k127_5868800_1,K03089,rpoH; RNA polymerase sigma-32 factor,328,,
k127_5868800_2,,,32,K07337,3
k127_5974201_1,K01915,"glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",570,,
k127_5974201_5,,,,,
k127_5974201_7,K00929,buk; butyrate kinase [EC:2.7.2.7],383,,
k127_8155530_2,,,15,K03735,5
k127_8155530_3,,,26,K03629,2
k127_5868811_1,,,16,K18800,3
k127_1714832_2,,,14,K04083,2
k127_10439033_1,,,14,K01364,4
k127_10439033_2,,,16,K01364,4
k127_10439033_3,,,19,K02535,2
k127_7011941_2,K03427,hsdM; type I restriction enzyme M protein [EC:2.1.1.72],400,,
k127_10231765_1,,,11,K11928,6
k127_10231770_2,,,63,K19304,7
k127_11060613_1,K01006,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]",599,,
k127_2547492_3,,,9,K03113,9
k127_10334071_1,,,18,K06889,16
k127_4934672_2,,,187,K07263,11
k127_5558048_1,K07496,K07496; putative transposase,19,,
k127_8985117_9,K04759,feoB; ferrous iron transport protein B,502,,
k127_8258140_1,,,16,K20470,4
k127_4311487_2,,,15,K07404,3
k127_1611962_1,K08302,"gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]",334,,
k127_4104430_3,,,19,K06518,3
k127_10023160_1,,,16,K01455,2
k127_11164986_1,,,20,K27441,5
k127_11164986_2,K00554,trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],13,,
k127_7218124_1,K12524,thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],626,,
k127_9815623_1,,,15,K00549,7
k127_1299128_2,,,175,,
k127_10439095_1,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]",291,,
k127_4520261_1,,,13,K00016,3
k127_6594989_1,K03654,recQ; ATP-dependent DNA helicase RecQ [EC:5.6.2.4],123,,
k127_11369414_1,K18888,"efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump",489,,
k127_2129404_1,K21470,"ycbB; L,D-transpeptidase YcbB",120,,
k127_9087428_5,,,15,K09822,2
k127_5350922_3,,,10,K05875,3
k127_6077367_2,K01265,map; methionyl aminopeptidase [EC:3.4.11.18],284,,
k127_1714990_1,K03655,recG; ATP-dependent DNA helicase RecG [EC:5.6.2.4],13,,
k127_9919591_5,,,493,,
k127_9192211_3,K12340,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein",24,,
k127_8985212_4,,,13,K21071,4
k127_8054539_1,,,29,K19668,13
k127_3690008_2,,,8,K03773,8
k127_1196339_1,K03495,"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme",425,,
k127_2444238_5,,,146,K01966,4
k127_6389142_2,,,16,K04072,2
k127_2444249_1,,,115,K09900,4
k127_1818866_1,,,23,K03546,2
k127_54077_8,,,31,K00873,2
k127_3378313_1,,,9,K18707,2
k127_6595079_7,,,26,K03529,4
k127_11266921_2,,,11,K02909,5
k127_54123_1,K01912,paaK; phenylacetate-CoA ligase [EC:6.2.1.30],398,,
k127_8465560_1,,,10,K09136,4
k127_10127273_1,,,14,K06894,2
k127_262664_2,K01972,"E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]",157,,
k127_6908282_2,K02500,hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],303,,
k127_3275230_1,K07482,"K07482; transposase, IS30 family",101,,
k127_10958611_1,K04077,"groEL, HSPD1, HSP60, CPN60; chaperonin GroEL [EC:5.6.1.7]",636,,
k127_3586781_1,,,10,K15532,7
k127_4934950_1,,,21,K03279,5
k127_5869073_2,K03581,recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5],102,,
k127_989646_2,K04095,"fic, FICD, HYPE; cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]",15,,
k127_989646_3,,,10,K09458,3
k127_3275278_1,,,15,K03575,4
k127_9919750_1,K03580,hepA; ATP-dependent helicase HepA [EC:5.6.2.-],56,,
k127_9192326_3,K02952,"RP-S13, rpsM; small subunit ribosomal protein S13",158,,
k127_4104661_4,,,8,K07788,4
k127_8777520_3,,,37,K22549,20
k127_5039082_4,,,8,K02012,5
k127_7218388_2,,,105,,
k127_11369675_1,,,15,K01872,3
k127_1299423_2,K07497,K07497; putative transposase,155,,
k127_8881998_2,K26937,"dinF, mepA, vmrA; MATE family, multidrug efflux pump",247,,
k127_9919849_1,K11073,"potF, spuD, spuE; putrescine transport system substrate-binding protein",38,K11069,10
k127_3586882_2,K01000,mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],427,,
k127_1196490_2,,,11,K02386,4
k127_1093522_2,,,14,K19304,3
k127_1093522_3,,,8,K02004,5
k127_2026463_3,K02926,"RP-L4, MRPL4, rplD; large subunit ribosomal protein L4",227,,
k127_9297158_1,K07126,K07126; uncharacterized protein,27,,
k127_4727442_1,,,30,K13195,2
k127_10646556_2,,,9,K01887,2
k127_2754314_3,,,14,K00806,1
k127_2754314_4,K01911,menE; o-succinylbenzoate---CoA ligase [EC:6.2.1.26],140,,
k127_2754314_5,K02549,menC; o-succinylbenzoate synthase [EC:4.2.1.113],29,K19802,9
k127_7738197_5,,,,,
k127_7738197_6,,,13,K25155,2
k127_7738197_7,K03070,secA; preprotein translocase subunit SecA [EC:7.4.2.8],838,,
k127_7738197_8,K11749,rseP; regulator of sigma E protease [EC:3.4.24.-],218,,
k127_7738197_9,K03797,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",239,,
k127_7115340_2,,,63,K07263,39
k127_7115340_10,,,18,K16139,3
k127_1819096_1,,,24,K03286,9
k127_2234509_1,,,18,K01176,3
k127_2129695_1,,,13,K14194,3
k127_6077667_2,,,16,K03406,10
k127_676057_2,,,8,K11073,4
k127_1507926_1,K04084,"dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]",64,,
k127_6595286_1,,,157,,
k127_6595286_3,,,34,K00655,2
k127_4935118_3,,,,,
k127_6389359_2,K07029,dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107],134,,
k127_5245780_2,,,11,K08178,2
k127_1507957_1,,,23,K03657,10
k127_8465806_2,,,31,K12372,7
k127_6700946_2,K12132,"prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]",77,K08884,13
k127_6700946_3,,,23,K04771,10
k127_11165443_2,K22719,envC; murein hydrolase activator,12,,
k127_3070649_3,,,11,K03553,3
k127_3070649_4,K07218,nosD; nitrous oxidase accessory protein,15,,
k127_10543706_1,K00179,"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]",245,,
k127_54407_1,,,9,K03498,2
k127_1923787_2,K03498,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",124,,
k127_8674690_1,,,29,K25156,2
k127_4001300_1,K03475,"ulaA, sgaT; ascorbate PTS system EIIC component",12,,
k127_6595360_2,,,141,K17734,16
k127_10334540_7,K02968,"RP-S20, rpsT; small subunit ribosomal protein S20",19,,
k127_10334540_9,K03820,lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269],155,,
k127_6804963_2,,,12,K07497,2
k127_469335_1,K01886,"QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]",379,,
k127_7012425_2,,,84,K07651,11
k127_4210333_5,K02316,dnaG; DNA primase [EC:2.7.7.101],163,,
k127_885346_1,,,8,K02342,4
k127_7115550_1,,,162,K08138,54
k127_5662284_2,,,37,K00135,4
k127_7322742_2,,,10,K01895,2
k127_989936_1,,,9,K07115,8
k127_989936_5,,,10,K19709,2
k127_9816176_3,,,17,K02063,3
k127_7947278_1,,,22,K02445,7
k127_3898179_1,K18682,rny; ribonucrease Y [EC:3.1.-.-],432,,
k127_4624502_2,,,17,K01874,5
k127_4624502_3,,,404,K21573,72
k127_10750560_1,,,20,K00392,10
k127_3378759_1,,,,,
k127_2234678_2,,,35,K10015,4
k127_10959011_3,,,16,K01845,3
k127_2649327_3,K01270,pepD; dipeptidase D [EC:3.4.13.-],441,,
k127_5662324_2,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",37,,
k127_9816227_1,K03797,"E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",225,,
k127_4417046_3,K02314,dnaB; replicative DNA helicase [EC:5.6.2.3],67,,
k127_10854958_1,,,320,K12340,14
k127_9504735_1,,,34,K01784,21
k127_780546_5,K01139,"spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]",757,,
k127_9816258_2,K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",226,,
k127_5039429_4,,,235,K15255,84
k127_4001514_2,K03168,topA; DNA topoisomerase I [EC:5.6.2.1],35,K07479,10
k127_10127737_1,,,17,K07497,2
k127_10232527_1,,,115,K07082,3
k127_6701173_1,,,23,K05807,2
k127_2129967_1,,,58,K07678,23
k127_8777935_3,,,50,K00208,3
k127_8258829_1,K02470,gyrB; DNA gyrase subunit B [EC:5.6.2.2],370,,
k127_1924015_1,K07648,"arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]",27,,
k127_8985835_15,,,33,K00117,6
k127_8985835_16,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],587,,
k127_2649416_6,,,12,K11900,2
k127_6180978_2,,,17,K10117,3
k127_9192764_1,,,9,K03592,2
k127_10750687_4,K00974,cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-],183,,
k127_7842594_1,,,8,K01999,3
k127_7842594_2,K01924,murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],13,,
k127_7635912_2,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",29,,
k127_4312216_2,,,11,K10671,2
k127_4312216_3,K03043,rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6],60,,
k127_4312216_4,,,16,K00939,5
k127_2234807_1,,,18,K02233,4
k127_2234807_2,,,11,K00820,2
k127_5558845_1,,,,,
k127_8777998_1,K02470,gyrB; DNA gyrase subunit B [EC:5.6.2.2],724,,
k127_9504869_3,,,11,K11736,4
k127_54665_2,K01687,ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9],742,,
k127_1093882_3,K12573,"rnr, vacB; ribonuclease R [EC:3.1.13.1]",175,,
k127_4312217_3,,,13,K13688,2
k127_4312217_4,,,16,K13688,2
k127_4312217_8,,,9,K03723,3
k127_8778022_2,K04072,adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],145,,
k127_366620_1,,,12,K13735,3
k127_5351606_2,,,15,K00496,3
k127_10232665_1,K07058,K07058; membrane protein,12,,
k127_366658_1,,,33,K21449,10
k127_1093930_1,,,106,,
k127_5246149_1,K00962,"pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]",586,,
k127_10232694_1,K07657,"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB",62,K07668,34
k127_10334853_1,K01262,pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9],241,,
k127_158023_1,,,19,K01945,4
k127_885602_1,K11754,folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17],16,,
k127_8778093_1,,,6,K01915,2
k127_6908849_2,,,12,K01081,3
k127_6181119_1,,,99,,
k127_263309_4,K02469,gyrA; DNA gyrase subunit A [EC:5.6.2.2],178,K02621,106
k127_5662596_2,,,206,,
k127_9402257_3,K06867,K06867; uncharacterized protein,23,,
k127_1924138_1,K08676,tri; tricorn protease [EC:3.4.21.-],169,,
k127_10959251_2,,,14,K01425,3
k127_885615_2,,,168,K21573,80
k127_469756_1,,,23,K01665,1
k127_2754880_4,K01338,lon; ATP-dependent Lon protease [EC:3.4.21.53],151,K04076,50
k127_11267598_8,,,32,K14194,9
k127_7947607_1,,,19,K01752,3
k127_7012740_2,,,254,,
k127_9505017_1,,,30,K21573,7
k127_10439985_2,,,169,,
k127_158102_1,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,169,K16092,6
k127_10855247_1,K01190,lacZ; beta-galactosidase [EC:3.2.1.23],37,K12111,21
k127_8882591_1,,,65,K03641,4
k127_8675146_2,,,10,K01879,2
k127_8986033_2,,,16,K02414,2
k127_469817_1,K04043,"dnaK, HSPA9; molecular chaperone DnaK",277,,
k127_469817_2,K03687,GRPE; molecular chaperone GrpE,55,,
k127_469817_3,K03687,GRPE; molecular chaperone GrpE,89,,
k127_469817_4,K00858,"ppnK, NADK; NAD+ kinase [EC:2.7.1.23]",241,,
k127_469817_5,K03631,recN; DNA repair protein RecN (Recombination protein N),477,,
k127_469817_6,K06186,"bamE, smpA; outer membrane protein assembly factor BamE",77,,
k127_5869779_2,,,18,K06207,3
k127_7947668_1,,,143,,
k127_7947668_2,,,132,,
k127_5559063_1,K08138,"xylE; MFS transporter, SP family, xylose:H+ symportor",133,,
k127_8259037_1,,,,,
k127_7323045_2,,,11,K02004,10
k127_885746_3,,,20,K11922,2
k127_3379124_2,K07259,dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],12,,
k127_7530937_2,K06949,"rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]",239,,
k127_7530937_3,K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",462,K11626,47
k127_10024076_2,K03499,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",159,,
k127_10647168_1,,,23,K02783,3
k127_1819694_2,,,52,,
k127_7427663_3,,,13,K19237,6
k127_9713048_1,K07482,"K07482; transposase, IS30 family",55,,
k127_6595883_5,,,10,K02567,3
k127_9297915_2,,,16,K07816,3
k127_2027203_3,K03427,hsdM; type I restriction enzyme M protein [EC:2.1.1.72],451,,
k127_10750989_3,,,17,K07484,13
k127_1197204_1,,,11,K00117,5
k127_5766300_2,,,15,K22477,2
k127_8571635_2,K06978,K06978; uncharacterized protein,173,K21017,16
k127_2755052_6,K07133,K07133; uncharacterized protein,172,,
k127_574277_1,K06909,xtmB; phage terminase large subunit,170,,
k127_10647215_1,K04763,xerD; integrase/recombinase XerD,33,,
k127_8882772_1,,,51,K19693,5
k127_7531018_1,,,11,K02040,6
k127_11267833_2,,,16,K09811,2
k127_5559186_2,,,15,K02250,3
k127_3690895_1,,,12,K01919,2
k127_3690895_2,,,15,K02364,5
k127_11166154_2,,,11,K07793,3
k127_11166159_4,,,11,K04763,3
k127_1508630_5,,,390,K21573,113
k127_11061753_3,,,278,,
k127_10128178_1,,,35,K20276,5
k127_7842974_1,K03592,pmbA; PmbA protein,134,K03568,14
k127_5453578_2,,,18,K00847,8
k127_10335182_8,,,21,K09703,3
k127_10335182_9,,,7,K07711,4
k127_10335182_11,,,17,K00529,6
k127_2859284_2,,,40,K07459,12
k127_3587718_1,,,14,K13926,4
k127_7219217_1,,,204,K02322,4
k127_470055_1,K11073,"potF, spuD, spuE; putrescine transport system substrate-binding protein",380,,
k127_1197294_1,,,14,K01449,9
k127_1197294_5,,,28,K00265,4
k127_1197294_12,K04759,feoB; ferrous iron transport protein B,481,,
k127_10024266_1,K07079,K07079; uncharacterized protein,196,,
k127_6078484_1,K00763,"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]",360,,
k127_4001987_11,K07484,K07484; transposase,164,,
k127_5246546_2,K03771,surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8],34,K07533,10
k127_5246546_3,,,18,K02337,2
k127_2548621_2,,,18,K16092,7
k127_6286867_1,,,20,K03086,3
k127_6286867_2,K02453,gspD; general secretion pathway protein D,593,,
k127_6286867_3,K04083,hslO; molecular chaperone Hsp33,180,,
k127_6286867_4,K04762,hslR; ribosome-associated heat shock protein Hsp15,143,,
k127_6286867_5,K02446,"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]",447,,
k127_10335234_2,,,12,K23107,1
k127_676808_1,,,9,K01265,4
k127_676808_3,,,11,K01687,3
k127_676808_4,,,13,K02316,2
k127_676808_5,,,11,K02053,2
k127_676808_7,K00209,"fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]",559,,
k127_676808_8,K07259,dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],246,,
k127_676808_9,K04759,feoB; ferrous iron transport protein B,312,,
k127_4625186_1,K10206,E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83],506,,
k127_4417674_2,,,172,,
k127_4417674_3,,,17,K07496,2
k127_7531227_7,K04763,xerD; integrase/recombinase XerD,30,,
k127_7636416_2,,,21,K10112,1
k127_9713267_1,,,253,,
k127_1613219_1,,,15,K15396,3
k127_1406156_1,,,17,K01421,2
k127_6078566_2,,,10,K10906,4
k127_5352058_1,K21237,gp2; Salasmaviridae DNA polymerase [EC:2.7.7.7],23,,
k127_4417711_8,,,9,K01818,4
k127_7843072_3,,,36,K00853,2
k127_1924511_3,K00821,argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],229,,
k127_5870110_2,,,195,,
k127_6286920_1,K02705,psbC; photosystem II CP43 chlorophyll apoprotein,495,K02038,4
k127_6494117_2,K07497,K07497; putative transposase,28,,
k127_11370664_4,K03763,"polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]",1118,,
k127_7739195_1,,,15,K00847,3
k127_10233281_1,,,11,K10215,3
k127_10233281_2,,,14,K03655,5
k127_9088584_2,,,22,K03708,1
k127_3276389_1,,,13,K02363,3
k127_4105744_4,,,12,K05989,3
k127_263796_2,,,12,K10726,1
k127_11370723_2,K07126,K07126; uncharacterized protein,30,,
k127_3379516_1,,,38,K07230,2
k127_4521584_6,K00763,"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]",490,,
k127_4521584_25,K17686,"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]",572,,
k127_4936127_1,,,482,,
k127_6909346_2,K01847,MUT; methylmalonyl-CoA mutase [EC:5.4.99.2],756,,
k127_7219413_1,K01874,"MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]",224,,
k127_2235397_1,K01153,"hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]",817,,
k127_5766673_6,,,16,K02716,2
k127_5766673_7,,,24,K02397,2
k127_6909356_1,,,16,K13306,1
k127_10440417_1,,,44,K23993,2
k127_2548785_1,K03799,htpX; heat shock protein HtpX [EC:3.4.24.-],188,,
k127_2340107_1,K03427,hsdM; type I restriction enzyme M protein [EC:2.1.1.72],168,,
k127_3691208_3,,,495,,
k127_10440450_1,K07497,K07497; putative transposase,111,,
k127_470298_2,K03686,dnaJ; molecular chaperone DnaJ,251,,
k127_2755398_16,K01262,pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9],230,,
k127_2548821_4,K04759,feoB; ferrous iron transport protein B,381,,
k127_8883200_2,,,27,K18140,8
k127_6078773_2,,,10,K26745,3
k127_6078773_3,K04485,"radA, sms; DNA repair protein RadA/Sms",129,,
k127_7843254_2,,,127,,
k127_9505509_1,,,343,,
k127_8055996_1,,,13,K02791,4
k127_5352240_2,K04763,xerD; integrase/recombinase XerD,57,,
k127_5352240_3,,,25,K03733,24
k127_9088712_4,,,15,K18850,6
k127_781332_1,,,7,K03655,5
k127_5453915_2,,,15,K01619,2
k127_7428080_1,,,237,K21573,75
k127_4105939_4,,,8,K00927,3
k127_11370869_4,K02470,gyrB; DNA gyrase subunit B [EC:5.6.2.2],170,K02622,68
k127_6805978_1,,,16,K02519,4
k127_11370885_1,K12308,"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]",364,,
k127_677120_3,,,9,K00820,3
k127_2650188_4,,,243,,
k127_4832820_2,,,19,K06901,3
k127_5453950_7,,,33,K20276,2
k127_470406_1,K07126,K07126; uncharacterized protein,169,,
k127_1924833_2,K02528,ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182],222,,
k127_9921206_1,,,39,K01387,15
k127_6909531_1,,,16,K03168,2
k127_8363188_2,,,15,K07497,13
k127_677157_1,,,20,K01191,2
k127_7531452_1,,,19,K05802,9
k127_7531452_18,,,410,,
k127_10024639_2,K00854,"xylB, XYLB; xylulokinase [EC:2.7.1.17]",79,,
k127_10024639_4,K08974,K08974; putative membrane protein,105,,
k127_10024639_6,K03723,mfd; transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],337,,
k127_6702019_2,,,14,K03046,3
k127_10233544_1,,,13,K20276,2
k127_2130710_3,K00817,hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],121,,
k127_2130710_4,,,23,K00992,11
k127_11062269_4,,,13,K03529,2
k127_55520_3,K00690,E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7],32,K22597,17
k127_55520_7,,,72,K14051,4
k127_6806068_3,,,6,K02355,3
k127_8675859_2,K07315,rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3],161,,
k127_4521876_1,K08301,"rng, cafA; ribonuclease G [EC:3.1.26.-]",13,,
k127_8883455_3,K00547,"mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]",287,,
k127_7323653_6,,,164,,
k127_3483696_1,,,121,K01198,11
k127_4418129_1,,,14,K01869,3
k127_4418129_2,,,117,K01082,14
k127_4728657_2,,,13,K18454,2
k127_11062353_1,,,14,K02048,4
k127_2130813_2,,,10,K00615,2
k127_367413_2,,,123,K10679,6
k127_367413_7,,,208,K21573,37
k127_990908_1,K07263,pqqL; zinc protease [EC:3.4.24.-],203,,
k127_55608_1,,,77,K07486,51
k127_1094869_2,K03701,uvrA; excinuclease ABC subunit A,421,,
k127_10856008_2,,,22,K11690,3
k127_10233682_1,K07485,K07485; transposase,14,,
k127_1716519_1,,,10,K07718,2
k127_1716519_2,,,12,K21239,6
k127_7013596_1,,,13,K00700,7
k127_7013596_2,,,5,K07250,4
k127_1094876_2,,,45,K08659,13
k127_3795712_5,,,15,K00602,13
k127_6806157_1,,,13,K01893,4
k127_8363337_1,K00634,ptb; phosphate butyryltransferase [EC:2.3.1.19],258,K00625,24
k127_990926_1,K01952,"PFAS, purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]",787,,
k127_9817201_1,,,14,K19231,2
k127_8883532_1,K00627,"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]",278,,
k127_2549148_3,,,36,K11206,5
k127_10233710_1,,,41,K10742,7
k127_11268572_2,,,39,K09800,3
k127_4418192_3,,,25,K21572,7
k127_9921422_20,K01474,hyuB; N-methylhydantoinase B [EC:3.5.2.14],144,,
k127_5247152_1,K00549,metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],444,,
k127_3072018_1,,,13,K03832,3
k127_2235747_1,K01950,"E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]",186,,
k127_9505843_1,,,8,K13954,5
k127_9505843_2,K00806,uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31],256,,
k127_264281_4,K03116,tatA; sec-independent protein translocase protein TatA,20,,
k127_4106242_3,,,11,K01712,3
k127_10647983_2,,,12,K02874,3
k127_8779061_3,K04066,priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4],520,,
k127_8779061_6,K03406,mcp; methyl-accepting chemotaxis protein,168,,
k127_8779061_7,,,168,,
k127_8779061_10,K03601,xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6],273,,
k127_5454192_2,,,17,K03925,2
k127_4522024_2,,,16,K02040,2
k127_9193728_1,K02886,"RP-L2, MRPL2, RML2, rplB; large subunit ribosomal protein L2",295,,
k127_10856100_3,,,18,K21306,2
k127_2549230_3,K02931,"RP-L5, MRPL5, rplE; large subunit ribosomal protein L5",224,,
k127_11371138_1,,,63,K06978,2
k127_8363430_1,,,17,K13821,6
k127_7323792_2,K02564,"nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]",288,,
k127_5870683_2,K00147,proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],405,,
k127_2549268_2,,,14,K01002,8
k127_9403259_2,,,30,K06192,2
k127_10545099_1,,,142,,
k127_9610340_1,,,13,K06990,2
k127_6596734_2,,,9,K11892,2
k127_2235829_2,K00895,"pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]",82,K21071,25
k127_781687_1,,,12,K01692,2
k127_6806307_3,,,46,K02484,27
k127_4625837_1,,,19,K02347,6
k127_4106316_2,,,9,K02342,2
k127_8779161_1,,,15,K01364,5
k127_4936652_1,,,36,K07716,5
k127_2549355_2,,,9,K06901,5
k127_10856188_2,K00548,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]",949,,
k127_470727_2,,,22,K00164,4
k127_470727_8,,,16,K04043,3
k127_3380054_2,,,12,K03658,3
k127_5247307_1,K03582,recB; exodeoxyribonuclease V beta subunit [EC:3.1.11.5],28,K16898,15
k127_367657_3,,,183,,
k127_3072202_2,K03305,"TC.POT; proton-dependent oligopeptide transporter, POT family",230,,
k127_10025003_3,K00865,"glxK, garK; glycerate 2-kinase [EC:2.7.1.165]",245,,
k127_10335996_2,,,13,K02573,3
k127_6182267_1,,,38,K14743,9
k127_1300827_1,K03424,tatD; TatD DNase family protein [EC:3.1.21.-],197,,
k127_9193859_2,,,19,K02034,3
k127_2340658_2,,,10,K01886,3
k127_2340658_3,,,11,K00052,5
k127_470795_1,K07126,K07126; uncharacterized protein,208,,
k127_5454378_3,,,15,K02653,1
k127_7637156_1,K16092,btuB; vitamin B12 transporter,22,,
k127_3380115_4,,,16,K02033,2
