KO,EC,RXN
K02846,,
K02847,,
K02848,,
K02849,,
K02851,,"R08856  UDP-N-acetyl-D-glucosamine:undecaprenyl-phosphate N-acetyl-D-glucosamine phosphotransferase;R10137  UDP-N-acetyl-alpha-D-glucosamine:trans,octacis-decaprenyl-phosphate N-acetylglucosaminephosphotransferase;R12075  UDP-N-acetyl-alpha-D-glucosamine:trans,octacis-decaprenyl-phosphate N-acetylglucosaminephosphotransferase;R12859"
K02852,,
K02853,,
K02854,,
K02855,,
K02856,,
K02858,,"R07281  D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming)"
K02860,,
K02863,,
K02864,,
K02867,,
K02871,,
K02874,,
K02876,,
K02878,,
K02879,,
K02881,,
K02884,,
K02886,,
K02887,,
K02888,,
K02890,,
K02892,,
K02895,,
K02896,,
K02897,,
K02899,,
K02902,,
K02904,,
K02906,,
K02907,,
K02909,,
K02911,,
K02916,,
K02926,,
K02931,,
K02933,,
K02935,,
K02939,,
K02945,,
K02946,,
K02948,,
K02950,,
K02952,,
K02954,,
K02956,,
K02959,,
K02961,,
K02965,,
K02967,,
K02968,,
K02970,,
K02982,,
K02986,,
K02987,,
K02988,,
K02990,,
K02992,,
K02994,,
K02996,,
K03010,,
K03040,,
K03041,,
K03042,,
K03043,,
K03044,,
K03046,,
K03057,,
K03059,,
K03060,,
K03070,,
K03071,,
K03072,,
K03074,,
K03076,,
K03077,,R05850  L-ribulose-5-phosphate 4-epimerase
K03078,,R07125  3-dehydro-L-gulonate-6-phosphate carboxy-lyase
K03079,,R03244  L-ribulose-5-phosphate 3-epimerase
K03086,,
K03087,,
K03088,,
K03089,,
K03090,,
K03092,,
K03095,,
K03100,,
K03101,,
K03106,,
K03110,,
K03111,,
K03112,,
K03113,,
K03116,,
K03117,,
K03118,,
K03124,,
K03147,,"R03472  5-amino-1-(5-phospho-D-ribosyl)imidazole formate-lyase (decarboxylating, 4-amino-2-methyl-5-phosphomethylpyrimidine-forming)"
K03149,,R10247  1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
K03150,,R10246  L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming)
K03151,,R07461  [enzyme]-S-sulfanyl-L-cysteine:adenylyl-[sulfur-carrier protein] sulfurtransferase
K03152,,
K03153,,R07463  glycine:oxygen oxidoreductase
K03167,,
K03168,,
K03169,,
K03170,,
K03177,,
K03179,,R05000  polyisopentenylpyrolinate:4-hydroxybenzoate nonaprenyltransferase;R05615  all-trans-octaprenyl-diphosphate:4-hydroxybenzoate 3-octaprenyltransferase
K03181,,R01302  chorismate pyruvate-lyase (4-hydroxybenzoate-forming)
K03182,,R04985  4-hydroxy-3-polyprenylbenzoate carboxy-lyase;R04986  3-octaprenyl-4-hydroxybenzoate carboxy-lyase
K03183,,"R09736  S-adenosyl-L-methione:demethylmenaquinol methyltransferase;R09737  S-adenosyl-L-methionine:2-methoxy-6-all-trans-polyprenyl-1,4-benzoquinol 5-C-methyltransferase"
K03184,,"R12067  5-methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol,acceptor:oxygen oxidoreductase (5-hydroxylating)"
K03185,,R12658  
K03186,,R01238  4-hydroxybenzoate carboxy-lyase (phenol-forming);R02952  phenylacrylic acid decarboxylase;R03367;R04985  4-hydroxy-3-polyprenylbenzoate carboxy-lyase;R04986  3-octaprenyl-4-hydroxybenzoate carboxy-lyase;R11225  dimethylallyl-phosphate:FMNH2 prenyltransferase;R12895  trans-anhydromevalonate 5-phosphate carboxy-lyase
K03187,,
K03188,,
K03189,,
K03190,,
K03192,,
K03195,,
K03196,,
K03199,,
K03200,,
K03201,,
K03203,,
K03204,,
K03205,,
K03207,,
K03210,,
K03214,,
K03215,,
K03216,,
K03217,,
K03218,,
K03219,,
K03220,,
K03224,,
K03225,,
K03226,,
K03228,,
K03229,,
K03230,,
K03231,,
K03234,,
K03238,,
K03242,,
K03243,,
K03263,,
K03269,,"R04549  UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine 2,3-bis[(3R)-3-hydroxymyristoyl]-beta-D-glucosaminyl 1-phosphate phosphohydrolase"
K03270,,R03350  3-deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase
K03271,,R05645  D-glycero-beta-D-manno-heptose-7-phosphate aldose-ketose-isomerase;R09768  D-glycero-D-manno-heptose 7-phosphate aldose-ketose-isomerase;R09769  D-glycero-alpha-D-manno-heptose 7-phosphate aldose-ketose-isomerase
K03272,,R05644  ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase;R05646  ATP:D-glycero-beta-D-manno-heptose 7-phosphate 1-phosphotransferase
K03273,,"R05647  D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase;R09771  D-glycero-alpha-D-manno-heptose 1,7-bisphosphate 7-phosphohydrolase"
K03274,,R05176  ADP-D-glycero-D-manno-heptose 6-epimerase
K03275,,
K03278,,R01997  UDP-alpha-D-galactose:lipopolysaccharide 3-alpha-D-galactosyltransferase
K03279,,R01994  UDPglucose:lipopolysaccharide glucosyltransferase
K03280,,R01996  UDP-N-acetyl-D-glucosamine:lipopolysaccharide N-acetylglucosaminyltransferase
K03281,,
K03284,,
K03286,,
K03289,,
K03290,,
K03291,,
K03292,,
K03293,,
K03294,,
K03296,,
K03298,,
K03299,,
K03300,,
K03301,,
K03303,,
K03305,,
K03306,,
K03307,,
K03308,,
K03310,,
K03311,,
K03312,,
K03313,,
K03314,,
K03315,,
K03316,,
K03319,,
K03320,,
K03321,,
K03322,,
K03324,,
K03325,,
K03326,,
K03328,,
K03332,,R00879  beta-D-fructan fructohydrolase
K03333,,R01459  cholesterol:oxygen oxidoreductase
K03334,,R00357  L-aspartic acid:oxygen oxidoreductase (deaminating);R00648  L-methionine:oxygen oxidoreductase (deaminating);R00677  L-tryptophan:oxygen oxidoreductase (deaminating);R00689  L-phenylalanine:oxygen oxidoreductase (deaminating);R00729  L-tyrosine:oxygen oxidoreductase (deaminating);R02197  L-isoleucine:oxygen oxidoreductase (deaminating)
K03335,,"R02782  2,4,6/3,5-pentahydroxycyclohexanone hydro-lyase;R05659"
K03336,,"R08603  3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)"
K03337,,R08503  5-deoxy-D-glucuronate aldose-ketose-isomerase
K03338,,R05661  ATP:5-dehydro-2-deoxy-D-gluconate 6-phosphotransferase
K03340,,"R02755  meso-2,6-diaminoheptanedioate:NADP+ oxidoreductase (deaminating)"
K03342,,R01716  chorismate:L-glutamine aminotransferase;R05553  4-amino-4-deoxychorismate pyruvate-lyase
K03346,,
K03367,,R02718  D-alanine:poly(ribitol phosphate) ligase (AMP-forming);R12812;R12863;R12867;R12871;R12873;R12875;R12904
K03385,,R05712  ammonia:ferricytochrome-c oxidoreductase
K03386,,
K03387,,
K03388,,"R11928  CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase;R11931  CoB,CoM:ferredoxin oxidoreductase;R11943  CoB,CoM,ferredoxin:H2 oxidoreductase;R11944  coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase"
K03389,,"R11928  CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase;R11931  CoB,CoM:ferredoxin oxidoreductase;R11943  CoB,CoM,ferredoxin:H2 oxidoreductase;R11944  coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase"
K03390,,"R11928  CoB,CoM,ferredoxin:coenzyme F420 oxidoreductase;R11931  CoB,CoM:ferredoxin oxidoreductase;R11943  CoB,CoM,ferredoxin:H2 oxidoreductase;R11944  coenzyme B,coenzyme M,ferredoxin:formate oxidoreductase"
K03394,,R03948  S-adenosyl-L-methionine:precorrin-4 C20-methyltransferase;R05808  S-adenosyl-L-methionine:cobalt-factor-II C20-methyltransferase
K03399,,R05813  ;R07775  S-adenosyl-L-methionine:cobalt-precorrin-7 C5-methyltransferase
K03402,,
K03403,,R03877  magnesium-protoporphyrin IX chelatase
K03404,,R03877  magnesium-protoporphyrin IX chelatase
K03405,,R03877  magnesium-protoporphyrin IX chelatase
K03406,,
K03407,,
K03408,,
K03412,,
K03413,,
K03415,,
K03417,,"R00409  (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)"
K03424,,
K03426,,R00103  NAD+ phosphohydrolase;R03004  deamino-NAD+ nucleotidohydrolase;R11104  NADH phosphohydrolase
K03427,,
K03430,,R04152  (2-aminoethyl)phosphonate:pyruvate aminotransferase
K03431,,"R02060  D-glucosamine 1-phosphate 1,6-phosphomutase"
K03436,,
K03437,,
K03438,,
K03439,,
K03442,,
K03445,,
K03446,,
K03451,,
K03453,,
K03455,,
K03457,,
K03458,,
K03462,,R01271  nicotinamide-D-ribonucleotide:diphosphate phospho-alpha-D-ribosyltransferase
K03465,,"R06613  5,10-methylenetetrahydrofolate,NADPH:dUMP C-methyltransferase"
K03466,,
K03468,,
K03469,,
K03470,,
K03471,,
K03472,,R01825  D-erythrose 4-phosphate:NAD+ oxidoreductase
K03473,,R04210  4-phospho-D-erythronate:NAD+ 2-oxidoreductase
K03474,,R05838  pyridoxine 5'-phosphate synthase
K03475,,R07671  
K03476,,R07677  
K03478,,
K03483,,
K03485,,
K03486,,
K03490,,
K03491,,
K03495,,R08701  tRNA uridine 5-carboxymethylaminomethyl modification
K03496,,
K03497,,
K03498,,
K03499,,
K03500,,
K03501,,
K03502,,
K03503,,
K03516,,
K03517,,R04292  glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)
K03518,,R11168  carbon-monoxide:quinone oxidoreductase
K03520,,R11168  carbon-monoxide:quinone oxidoreductase
K03521,,
K03522,,
K03523,,
K03524,,R01074  biotin:CoA ligase (AMP-forming);R05145  biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)
K03525,,R02971  ATP:pantothenate 4'-phosphotransferase;R03018  ATP:pantothenate 4'-phosphotransferase;R04391  ATP:pantothenate 4'-phosphotransferase
K03526,,R08689  (E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating);R10859  (E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized flavodoxin oxidoreductase
K03527,,R05884  isopentenyl-diphosphate:ferredoxin oxidoreductase;R08210  dimethylallyl diphosphate:ferredoxin oxidoreductase
K03528,,
K03529,,
K03530,,
K03531,,
K03535,,
K03536,,
K03543,,
K03544,,
K03545,,
K03546,,
K03547,,
K03549,,
K03550,,
K03551,,
K03553,,
K03554,,
K03555,,
K03556,,
K03557,,
K03558,,
K03559,,
K03561,,
K03562,,
K03563,,
K03564,,
K03565,,
K03566,,
K03568,,
K03569,,
K03570,,
K03571,,
K03572,,
K03573,,
K03574,,
K03575,,
K03577,,
K03578,,
K03579,,
K03580,,
K03581,,
K03582,,
K03583,,
K03584,,
K03585,,
K03586,,
K03587,,
K03588,,
K03589,,
K03590,,
K03591,,
K03592,,
K03593,,
K03594,,R00078  Fe(II):oxygen oxidoreductase
K03595,,
K03596,,
K03597,,
K03600,,
K03601,,
K03602,,
K03606,,
K03607,,
K03608,,
K03609,,
K03610,,
K03611,,
K03612,,
K03613,,
K03614,,
K03615,,
K03616,,
K03617,,
K03618,,
K03621,,R12240  acyl-[acyl-carrier protein]:phosphate acyltransferase
K03623,,
K03624,,
K03625,,
K03627,,
K03628,,
K03629,,
K03630,,
K03631,,
K03632,,
K03633,,
K03634,,
K03635,,R09395  thiocarboxylated molybdopterin synthase:cyclic pyranopterin phosphate sulfurtransferase
K03637,,"R11372  (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate lyase (cyclic pyranopterin phosphate-forming)"
K03638,,R09726  ATP:molybdopterin adenylyltransferase
K03639,,"R09394  GTP 3',8-cyclase [(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate-forming]"
K03640,,
K03641,,
K03642,,
K03643,,
K03644,,R07767  [protein]-N6-(octanoyl)-L-lysine:an [Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase;R12423  [lipoyl-carrier protein E2]-N6-(octanoyl)-L-lysine:[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase;R12424  [glycine cleavage system H]-N6-octanoyl-L-lysine:[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2+ cluster sulfurtransferase
K03645,,
K03646,,
K03647,,
K03648,,
K03650,,R08701  tRNA uridine 5-carboxymethylaminomethyl modification
K03651,,"R00191  adenosine 3',5'-phosphate 5'-nucleotidohydrolase"
K03652,,
K03654,,
K03655,,
K03656,,
K03657,,
K03658,,
K03664,,
K03665,,
K03666,,
K03667,,
K03668,,
K03669,,
K03670,,
K03671,,
K03672,,
K03673,,
K03676,,
K03679,,
K03683,,
K03684,,
K03685,,
K03686,,
K03687,,
K03688,,
K03693,,
K03694,,
K03695,,
K03696,,
K03697,,
K03698,,
K03699,,
K03701,,
K03702,,
K03703,,
K03704,,
K03705,,
K03707,,R02133  thiamin hydrolase;R09993  4-amino-5-aminomethyl-2-methylpyrimidine aminohydrolase
K03708,,
K03709,,
K03710,,
K03711,,
K03713,,
K03717,,
K03718,,
K03719,,
K03721,,
K03722,,
K03723,,
K03724,,
K03726,,
K03727,,
K03732,,
K03733,,
K03734,,
K03735,,R00749  ethanolamine ammonia-lyase (acetaldehyde-forming)
K03737,,R01196  pyruvate:ferredoxin 2-oxidoreductase (CoA-acetylating);R10866  pyruvate:flavodoxin 2-oxidoreductase (CoA-acetylating)
K03738,,R08571  glyceraldehyde ferredoxin oxidoreductase
K03740,,R12812  ;R12863;R12867;R12871;R12873;R12875;R12904
K03741,,
K03742,,R02322  nicotinamide-D-ribonucleotide amidohydrolase
K03743,,R02322  nicotinamide-D-ribonucleotide amidohydrolase
K03744,,
K03746,,
K03748,,
K03749,,
K03750,,R09735  adenylyl-molybdopterin:molybdate molybdate transferase (AMP-forming)
K03752,,R11581  GTP:molybdenum cofactor guanylyltransferase
K03753,,
K03755,,
K03756,,
K03757,,
K03758,,
K03759,,
K03760,,R11555  phosphatidylethanolamine:KDO2-lipid-A ethanolaminephosphotransferase;R11556  phosphatidylethanolamine:KDO2-lipid-A ethanolaminephosphotransferase;R11557  phosphatidylethanolamine:KDO2-lipid-A-1-(2-aminoethyl diphosphate) ethanolaminephosphotransferase;R12202  phosphatidylethanolamine:1-dephospho-KDO2-lipid-A ethanolaminephosphotransferase
K03761,,
K03762,,
K03763,,
K03765,,
K03767,,
K03768,,
K03769,,
K03770,,
K03771,,
K03772,,
K03773,,
K03775,,
K03776,,
K03777,,R00704  (R)-lactate:NAD+ oxidoreductase;R11591  (R)-lactate:quinone 2-oxidoreductase
K03778,,R00704  (R)-lactate:NAD+ oxidoreductase
K03779,,"R00339  (R,R)-tartrate hydro-lyase (oxaloacetate-forming)"
K03781,,R00009  hydrogen-peroxide:hydrogen-peroxide oxidoreductase;R00602  methanol:hydrogen-peroxide oxidoreductase;R02670
K03782,,R00602  methanol:hydrogen-peroxide oxidoreductase;R00698  L-phenylalanine:oxygen oxidoreductase (decarboxylating);R02596  donor:hydrogen-peroxide oxidoreductase;R02670;R03919  donor:hydrogen-peroxide oxidoreductase;R04007  donor:hydrogen-peroxide oxidoreductase;R07443  donor:hydrogen-peroxide oxidoreductase;R11906  isoniazid:hydrogen-peroxide oxidoreductase
K03783,,R01561  adenosine:phosphate alpha-D-ribosyltransferase;R01863  inosine:phosphate alpha-D-ribosyltransferase;R01969  deoxyguanosine:orthophosphate ribosyltransferase;R02147  guanosine:phosphate alpha-D-ribosyltransferase;R02294  N-ribosylnicotinamide:orthophosphate ribosyltransferase;R02295  nicotinate D-ribonucleoside:orthophosphate ribosyltransferase;R02297  xanthosine:orthophosphate ribosyltransferase;R02557  deoxyadenosine:orthophosphate ribosyltransferase;R02748  deoxyinosine:orthophosphate ribosyltransferase;R08368  purine-nucleoside:phosphate ribosyltransferase;R10244  purine-deoxynucleoside:phosphate ribosyltransferase
K03784,,R01561  adenosine:phosphate alpha-D-ribosyltransferase;R01863  inosine:phosphate alpha-D-ribosyltransferase;R01969  deoxyguanosine:orthophosphate ribosyltransferase;R02147  guanosine:phosphate alpha-D-ribosyltransferase;R02294  N-ribosylnicotinamide:orthophosphate ribosyltransferase;R02295  nicotinate D-ribonucleoside:orthophosphate ribosyltransferase;R02297  xanthosine:orthophosphate ribosyltransferase;R02557  deoxyadenosine:orthophosphate ribosyltransferase;R02748  deoxyinosine:orthophosphate ribosyltransferase;R08368  purine-nucleoside:phosphate ribosyltransferase;R10244  purine-deoxynucleoside:phosphate ribosyltransferase
K03785,,R03084  3-dehydroquinate hydro-lyase
K03786,,R03084  3-dehydroquinate hydro-lyase
K03787,,R00183  adenosine 5'-monophosphate phosphohydrolase;R00511  cytidine-5'-monophosphate phosphohydrolase;R00963  uridine 5'-monophosphate phosphohydrolase;R01126  inosine 5'-monophosphate phosphohydrolase;R01227  guanosine 5'-monophosphate phosphohydrolase;R01562  adenosine 3'-phosphate phosphohydrolase;R01569  thymidylate 5'-phosphohydrolase;R01664  2'-deoxycytidine 5'-monophosphate phosphohydrolase;R01877  uridine 3'-monophosphate phosphohydrolase;R01968  2'-deoxyguanosine 5'-monophosphate phosphohydrolase;R02088  2'-deoxyadenosine 5'-monophosphate phosphohydrolase;R02102  2'-deoxyuridine 5'-monophosphate phosphohydrolase;R02148  guanosine 3'-phosphate phosphohydrolase;R02323  nicotinamide ribonucleotide phosphohydrolase;R02370  cytidine 3'-phosphate phosphohydrolase;R02719  xanthosine 5'-phosphate phosphohydrolase;R03346  nicotinate D-ribonucleotide phosphohydrolase;R12958  dIMP phosphohydrolase
K03788,,R00548  riboflavin-5-phosphate phosphohydrolase
K03789,,
K03790,,
K03795,,R05807  sirohydrochlorin cobalt-lyase
K03796,,
K03797,,
K03798,,
K03799,,
K03800,,R07770  ;R07771;R11143  [lipoyl-carrier protein]-L-lysine:lipoate ligase (AMP-forming);R12429  [lipoyl-carrier protein E2]-L-lysine:octanoate ligase (AMP-forming);R12433  [glycine cleavage system H]-L-lysine:(R)-lipoate ligase (AMP-forming);R12434;R12449  [lipoyl-carrier protein E2]-L-lysine:(R)-lipoate ligase (AMP-forming)
K03801,,R07766  octanoyl-[acp]:protein N6-octanoyltransferase;R07769  lipoyl-[acp]:protein N6-lipoyltransferase;R12427  octanoyl-[acp]:lipoyl-carrier-protein-E2 N-octanoyltransferase;R12428  octanoyl-[acp]:glycine-cleavage-system-H N-octanoyltransferase
K03804,,
K03806,,
K03807,,
K03808,,
K03809,,R02964  NADH:menaquinone oxidoreductase;R03643  NADH:(quinone-acceptor) oxidoreductase;R03816  NADH:phylloquinone oxidoreductase
K03810,,
K03811,,
K03814,,
K03816,,R01229  GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase;R02142  XMP:pyrophosphate phosphoribosyltransferase
K03817,,
K03818,,
K03820,,
K03821,,R04254  
K03822,,
K03824,,
K03825,,R00693  acetyl-CoA:L-phenylalanine N-acetyltransferase
K03827,,
K03828,,
K03830,,
K03832,,
K03833,,
K03835,,
K03836,,
K03837,,
K03839,,
K03840,,
K03856,,"R01826  phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)"
K03885,,
K03887,,
K03888,,
K03889,,
K03890,,
K03892,,
K03893,,
K03919,,
K03923,,
K03924,,
K03925,,
K03928,,
K03929,,
K03930,,
K03931,,
K03932,,
K03969,,
K03972,,
K03973,,
K03976,,
K03977,,
K03978,,
K03979,,
K03980,,
K03981,,
K04014,,
K04015,,
K04016,,R05712  ammonia:ferricytochrome-c oxidoreductase
K04019,,R00749  ethanolamine ammonia-lyase (acetaldehyde-forming)
K04021,,R00228  acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)
K04029,,
K04030,,
K04031,,
K04033,,
K04034,,"R06268  magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating);R06269  magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating);R06270  magnesium-protoporphyrin-IX 13-monomethyl ester,S-adenosyl-L-methionine:H2O oxidoreductase (hydroxylating)"
K04038,,"R06282  ATP-dependent ferredoxin:protochlorophyllide-a 7,8-oxidoreductase"
K04041,,"R00762  D-fructose-1,6-bisphosphate 1-phosphohydrolase;R04780  beta-D-fructose 1,6-bisphosphate 1-phosphohydrolase"
K04042,,R00416  UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase;R05332  acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase
K04043,,
K04044,,
K04046,,
K04047,,
K04057,,
K04058,,
K04059,,
K04061,,
K04063,,
K04064,,
K04066,,
K04068,,"R04710  protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)"
K04069,,"R04710  protein-glycine,dihydroflavodoxin:S-adenosyl-L-methionine oxidoreductase (S-adenosyl-L-methionine cleaving)"
K04070,,
K04072,,"R00228  acetaldehyde:NAD+ oxidoreductase (CoA-acetylating);R00623  primary_alcohol:NAD+ oxidoreductase;R00754  ethanol:NAD+ oxidoreductase;R01172  butanal:NAD+ oxidoreductase (CoA-acylating);R04880  3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase;R05233  trans-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R05234  cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase;R06917  1-hydroxymethylnaphthalene:NAD+ oxidoreductase;R06927  (2-naphthyl)methanol:NAD+ oxidoreductase"
K04074,,
K04075,,R09597  L-lysine:[tRNA(Ile2)]-cytidine34 ligase (AMP-forming)
K04076,,
K04077,,
K04078,,
K04079,,
K04082,,
K04083,,
K04084,,
K04085,,
K04086,,
K04087,,
K04088,,
K04090,,
K04091,,"R07210  alkanesulfonate,reduced-FMN:oxygen oxidoreductase;R10206  methanesulfonate,FMNH2:oxygen oxidoreductase"
K04093,,R01715  chorismate pyruvatemutase
K04094,,
K04095,,
K04096,,
K04098,,"R03891  benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing);R04061  benzene-1,2,4-triol:oxygen 1,2-oxidoreductase (decyclizing)"
K04104,,
K04333,,
K04334,,
K04335,,
K04336,,
K04338,,
K04477,,
K04479,,
K04483,,
K04485,,
K04486,,R03013  L-histidinol-phosphate phosphohydrolase
K04487,,R07460  L-cysteine:[enzyme]-cysteine sulfurtransferase;R11528  L-cysteine:sulfur-acceptor sulfurtransferase;R11529  [enzyme]-S-sulfanylcysteine:sulfur-acceptor sulfurtransferase
K04488,,
K04516,,R01715  chorismate pyruvatemutase
K04517,,R01728  prephenate:NAD+ oxidoreductase(decarboxylating)
K04518,,R00691  L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming);R01373  prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)
K04561,,R00294  nitrous-oxide:ferricytochrome-c oxidoreductase
K04562,,
K04564,,
K04565,,
K04566,,R03658  L-lysine:tRNALys ligase (AMP-forming)
K04567,,R03658  L-lysine:tRNALys ligase (AMP-forming)
K04651,,
K04652,,
K04654,,
K04655,,
K04656,,
K04691,,
K04720,,R06530  L-threonine-O-3-phosphate carboxy-lyase
K04744,,
K04748,,R00294  nitrous-oxide:ferricytochrome-c oxidoreductase
K04751,,
K04752,,
K04753,,
K04754,,
K04759,,
K04760,,
K04761,,
K04762,,
K04763,,
K04765,,R00087  ATP diphosphohydrolase (diphosphate-forming);R00103  NAD+ phosphohydrolase;R00287  UDP-glucose glucophosphohydrolase;R00426  GTP diphosphohydrolase (diphosphate-forming);R00515  CTP diphosphohydrolase (diphosphate-forming);R00662  uridine triphosphate pyrophosphohydrolase;R03004  deamino-NAD+ nucleotidohydrolase;R03036  dephospho-CoA nucleotidohydrolase;R11323  dTTP diphosphohydrolase
K04767,,
K04768,,
K04770,,
K04771,,
K04772,,
K04773,,
K04774,,
K04775,,
K04780,,
K04781,,R06602  isochorismate pyruvate-lyase (salicylate-forming)
K04783,,
K04784,,
K04785,,
K04786,,
K04789,,
K04795,,
K04800,,
K04835,,R03696  L-threo-3-methylaspartate ammonia-lyase
K05020,,
K05245,,
K05337,,
K05339,,
K05340,,
K05341,,"R01823  sucrose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase"
K05343,,"R01557  maltose alpha-D-glucosylmutase;R02108  1,4-alpha-D-glucan glucanohydrolase;R02112  1,4-alpha-D-glucan maltohydrolase;R11262  maltodextrin maltohydrolase"
K05349,,"R00026  cellobiose glucohydrolase;R00306  cellobiose glucohydrolase;R02558  (R)-prunasin beta-D-glucohydrolase;R02887  1,4-beta-D-glucan glucohydrolase;R02985  amygdalin beta-glucosidase;R03527  D-glucoside glucohydrolase;R04949  cyanoglycoside glucohydrolase;R04998  beta-D-glucosyl-2-coumarinate glucohydrolase;R10035  beta-D-glucoside glucohydrolase;R10039  beta-D-glucoside glucohydrolase;R10040  beta-D-glucoside glucohydrolase;R13051  daidzein 7-O-glucoside glucohydrolase;R13052  genistein 7-O-beta-D-glucoside glucohydrolase;R13065  quercetin 3-O-glucoside glucohydrolase;R13081  naringenin 7-O-beta-D-glucoside glucohydrolase"
K05350,,"R00026  cellobiose glucohydrolase;R00306  cellobiose glucohydrolase;R02558  (R)-prunasin beta-D-glucohydrolase;R02887  1,4-beta-D-glucan glucohydrolase;R02985  amygdalin beta-glucosidase;R03527  D-glucoside glucohydrolase;R04949  cyanoglycoside glucohydrolase;R04998  beta-D-glucosyl-2-coumarinate glucohydrolase;R10035  beta-D-glucoside glucohydrolase;R10039  beta-D-glucoside glucohydrolase;R10040  beta-D-glucoside glucohydrolase;R13051  daidzein 7-O-glucoside glucohydrolase;R13052  genistein 7-O-beta-D-glucoside glucohydrolase;R13065  quercetin 3-O-glucoside glucohydrolase;R13081  naringenin 7-O-beta-D-glucoside glucohydrolase"
K05358,,R01873  quinate:pyrroloquinoline-quinone 3-oxidoreductase;R02415  shikimate:pyrroloquinoline-quinone 3-oxidoreductase
K05363,,R08779  L-alanyl-tRNA:undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine N6-alanyltransferase
K05364,,R04519  [poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-D-muramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenol polysaccharidetransferase;R06177
K05365,,R04519  [poly-N-acetyl-D-glucosaminyl-(1->4)-(N-acetyl-D-muramoylpentapeptide)]-diphosphoundecaprenol:[N-acetyl-D-glucosaminyl-(1->4)-N-acetyl-D-muramoylpentapeptide]-diphosphoundecaprenol polysaccharidetransferase;R06177
K05366,,
K05367,,
K05372,,
K05375,,R10880  
K05499,,
K05515,,
K05516,,
K05517,,
K05520,,
K05521,,
K05522,,
K05523,,R09796  (R)-lactate hydro-lyase
K05524,,
K05526,,R00411  N-succinyl-L-glutamate amidohydrolase
K05527,,
K05539,,
K05540,,
K05541,,
K05549,,"R05290  ;R05291;R05428;R05621;R05622;R05665;R08100  2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08101  2-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08108  3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08109  3-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating);R08110  4-fluorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)"
